Name,id,Classification,Class,Mass,FallType,year,Latitude,Longtitude
Dhofar 1288,34504,Valid,H5,43600.0,Found,2004.0,18.27833,54.285
Capot Rey,30449,Valid,H5,38000.0,Found,2004.0,20.12593,10.2056
Shişr 168,52604,Valid,H5,12688.0,Found,2004.0,18.60667,53.95117
Benguerir,30443,Valid,LL6,25000.0,Fell,2004.0,32.25,-8.15
Windimurra,55552,Valid,H4/5,30000.0,Found,2004.0,-28.09697,118.45561
Xifu,54608,Valid,"Iron, IAB complex",3000000.0,Found,2004.0,36.3,120.48333
Sueilila,45010,Valid,LL6,13266.0,Found,2005.0,24.63633,-14.71633
Sayh al Uhaymir 425,35714,Valid,L5-6,10006.7,Found,2005.0,20.93015,57.14505
Jiddat al Harasis 267,35584,Valid,Mesosiderite,16005.5,Found,2005.0,19.9997,56.41108
Northwest Africa 2211,32951,Valid,L,27690.0,Found,2005.0,0.0,0.0
Northwest Africa 2680,33173,Valid,"Iron, IAB-sLH",12050.0,Found,2005.0,0.0,0.0
Jiddat al Harasis 230,35549,Valid,L5,77000.0,Found,2005.0,19.7127,56.58277
Northwest Africa 4576,45525,Valid,Mesosiderite,30000.0,Found,2005.0,0.0,0.0
Northwest Africa 7514,56388,Valid,R5,23620.0,Found,2005.0,0.0,0.0
Northwest Africa 4502,45481,Valid,CV3,100000.0,Found,2005.0,0.0,0.0
Hambleton,36590,Valid,"Pallasite, PMG",17600.0,Found,2005.0,54.24028,-1.19889
Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005.0,34.7345,-114.21717
Lixian,56075,Valid,"Iron, IIAB",43000.0,Found,2005.0,29.85167,111.59833
Porto Alegre,52091,Valid,"Iron, IIIE",200000.0,Found,2005.0,-30.03306,-51.23
Nahuel Niyeu,50766,Valid,H5,10540.0,Found,2005.0,-40.53333,-66.63333
Northwest Africa 5460,49176,Valid,H4,44400.0,Found,2006.0,0.0,0.0
Northwest Africa 5459,49175,Valid,L4,26400.0,Found,2006.0,0.0,0.0
Northwest Africa 5775,49455,Valid,LL5,50000.0,Found,2006.0,0.0,0.0
Al Haggounia 001,44857,Valid,Aubrite,3000000.0,Found,2006.0,27.5,-12.5
Dhofar 1433,45837,Valid,H5,44790.0,Found,2006.0,18.43333,54.1
Bassikounou,44876,Valid,H5,29560.0,Fell,2006.0,15.78333,-5.9
Youxi,55793,Valid,Mesosiderite-C,218000.0,Found,2006.0,26.06,118.01
Coffeyville,51051,Valid,H5,35900.0,Found,2006.0,37.01667,-95.66667
Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.683333
Jiddat al Harasis 342,45866,Valid,L5,49750.0,Found,2006.0,19.71458,56.54755
Northwest Africa 6411,52563,Valid,L5,43000.0,Found,2006.0,0.0,0.0
Jiddat al Harasis 406,48557,Valid,L6,33000.0,Found,2006.0,19.53268,56.87225
Northwest Africa 6727,53763,Valid,L5,88000.0,Found,2006.0,0.0,0.0
Jiddat al Harasis 426,48577,Valid,L6,11170.1,Found,2007.0,19.93787,56.39555
Yelland Dry Lake,52641,Valid,H4,76000.0,Found,2007.0,39.35067,-114.40783
Taoudenni,51580,Valid,Diogenite,24370.0,Found,2007.0,22.79167,-3.96667
Toufassour,47702,Valid,Mesosiderite,73300.0,Found,2007.0,29.65225,-7.7493
Northwest Africa 5824,50702,Valid,H4,12000.0,Found,2007.0,0.0,0.0
Northwest Africa 6931,54506,Valid,"Iron, IAB-MG",20620.0,Found,2007.0,0.0,0.0
Mahadevpur,47361,Valid,H4/5,70500.0,Fell,2007.0,27.66667,95.78333
Chergach ,47347,Valid,H5,100000.0,Fell,2007.0,23.69639,-5.01472
Northwest Africa 5201,47321,Valid,Ureilite,11730.0,Found,2007.0,0.0,0.0
Vitoria da Conquista,48953,Valid,"Iron, IVA",10500.0,Found,2007.0,-14.83861,-40.83611
Northwest Africa 6409,52561,Valid,L6,11800.0,Found,2008.0,0.0,0.0
Dhofar 1565,51570,Valid,H5,43000.0,Found,2008.0,18.2735,54.21367
Buzzard Coulee,48654,Valid,H4,41000.0,Fell,2008.0,52.996,-109.84817
Northwest Africa 6408,52560,Valid,H5,24000.0,Found,2008.0,0.0,0.0
Northwest Africa 6203,51736,Valid,"Iron, IAB-MG",35400.0,Found,2008.0,30.51667,-4.3
Sulagiri,48951,Valid,LL6,110000.0,Fell,2008.0,12.66667,78.03333
Tamdakht,48691,Valid,H5,100000.0,Fell,2008.0,31.16333,-7.015
Northwest Africa 6550,53485,Valid,LL3.7,29481.8,Found,2008.0,0.0,0.0
Jepara,53840,Valid,"Pallasite, PMG",499500.0,Found,2008.0,-6.6,110.73333
Ashuwairif 001,51563,Valid,H4,14566.0,Found,2008.0,29.35944,14.25528
Ashuwairif 002,51564,Valid,L5/6,11953.0,Found,2008.0,29.37972,14.26972
Ashuwairif 004,53630,Valid,L6,15750.0,Found,2008.0,29.36583,14.27611
Dhofar 1493,51054,Valid,L6,14000.0,Found,2008.0,18.67378,54.45017
Kumtag,49512,Valid,H5,26000.0,Found,2008.0,41.66889,93.17306
Northwest Africa 5549,49248,Valid,"Iron, IAB-MG",12000.0,Found,2008.0,0.0,0.0
Northwest Africa 7059,54698,Valid,Ureilite,11730.0,Found,2008.0,0.0,0.0
Ramlat as Sahmah 276,50964,Valid,L6,12800.0,Found,2008.0,20.5225,56.11768
Qulumat Nadqan 001,51400,Valid,L3.7,13901.0,Found,2008.0,23.14302,49.53252
Northwest Africa 6903,53891,Valid,"Iron, IIIAB",50000.0,Found,2008.0,32.37167,-6.36
Northwest Africa 6932,54507,Valid,"Iron, ungrouped",32000.0,Found,2008.0,0.0,0.0
Sayh al Uhaymir 499,52430,Valid,H5,15900.0,Found,2009.0,20.76467,57.26967
Gebel Kamil,52031,Valid,"Iron, ungrouped",1600000.0,Found,2009.0,22.01833,26.08778
Jiddat al Harasis 628,52779,Valid,H5,16000.0,Found,2009.0,19.83956,55.76756
Jiddat al Harasis 574,51916,Valid,H4-6,13000.0,Found,2009.0,19.75377,56.29692
Dhofar 1558,53884,Valid,L4,11400.0,Found,2009.0,18.39317,54.66433
Northwest Africa 6369,52636,Valid,"Iron, IAB complex",14830.0,Found,2009.0,0.0,0.0
Northwest Africa 6279,51857,Valid,"Iron, IIAB",11445.0,Found,2009.0,0.0,0.0
Dhofar 1511,53800,Valid,L~5,17973.0,Found,2009.0,18.63988,54.248
Miller Range 090003,55803,Valid,L6,10310.0,Found,2009.0,0.0,0.0
Northwest Africa 5974,50860,Valid,H6,29000.0,Found,2009.0,0.0,0.0
Northwest Africa 5940,50826,Valid,H5-6,151000.0,Found,2009.0,0.0,0.0
Bou Azarif,53812,Valid,H5,100000.0,Found,2010.0,31.15643,-5.15262
Dhofar 1700,56325,Valid,L6,39000.0,Found,2010.0,18.86622,54.67967
Ramlat as Sahmah 418,55513,Valid,L6,28791.0,Found,2010.0,20.3936,56.22002
Dhofar 1722,56345,Valid,H5,25000.0,Found,2010.0,19.08188,54.71472
Stump Spring 083,52752,Valid,LL6,13700.0,Found,2010.0,35.98728,-115.85828
Northwest Africa 7751,56768,Valid,L5,20000.0,Found,2010.0,0.0,0.0
Northwest Africa 6682,53593,Valid,H6,13000.0,Found,2010.0,0.0,0.0
Los Vientos 002,54617,Valid,L6,30750.0,Found,2010.0,-24.68333,-69.76667
Sayh al Uhaymir 504,51866,Valid,L5/6,20000.0,Found,2010.0,20.38333,56.76667
Northwest Africa 6947,54510,Valid,H5,115777.0,Found,2011.0,0.0,0.0
Jiddat al Harasis 664,56219,Valid,H5,12175.0,Found,2011.0,19.82562,55.684
Thika,54493,Valid,L6,14200.0,Fell,2011.0,-1.00278,37.15028
Dhofar 1654,55572,Valid,L5,50000.0,Found,2011.0,18.67877,54.2876
Los Vientos 004,54619,Valid,H5,29300.0,Found,2011.0,-24.68333,-69.76667
Los Vientos 003,54618,Valid,H5,25450.0,Found,2011.0,-24.68333,-69.76667
Northwest Africa 6621,53528,Valid,H4,24000.0,Found,2011.0,0.0,0.0
Northwest Africa 7144,54896,Valid,H4,43418.0,Found,2011.0,0.0,0.0
Northwest Africa 7150,54902,Valid,H4,45326.0,Found,2011.0,0.0,0.0
Los Vientos 028,57338,Valid,H~5,12110.0,Found,2012.0,-24.68333,-69.76667
Northwest Africa 7336,55714,Valid,L6,18000.0,Found,2012.0,0.0,0.0
Northwest Africa 7251,55333,Valid,L-melt rock,13000.0,Found,2012.0,0.0,0.0
Northwest Africa 7650,56633,Valid,L6,11115.0,Found,2012.0,0.0,0.0
Northwest Africa 7757,57157,Valid,H5,13000.0,Found,2012.0,0.0,0.0
Chelyabinsk,57165,Valid,LL5,100000.0,Fell,2013.0,54.81667,61.11667
